sample_id,prediction
1/1,0.2689414322376251
1/2,0.2689414322376251
1/6,0.26894286274909973
1/7,0.2689414322376251
1/8,0.27088749408721924
2/2,0.26957762241363525
2/3,0.2689439058303833
2/4,0.2694952189922333
2/5,0.26897433400154114
2/9,0.2710438668727875
3/1,0.26896604895591736
3/2,0.2689487040042877
3/6,0.27117857336997986
3/7,0.27237311005592346
3/8,0.27308693528175354
4/3,0.2689621150493622
4/4,0.2689414322376251
4/5,0.2689414322376251
4/6,0.2691788971424103
4/8,0.2689414322376251
5/1,0.2689414322376251
5/3,0.2689414322376251
5/6,0.2689414322376251
5/8,0.2689414322376251
5/9,0.26894161105155945
6/1,0.2689414322376251
6/4,0.2689414322376251
6/5,0.2689414322376251
6/7,0.2689414322376251
6/8,0.2689414322376251
7/0,0.2689414322376251
7/1,0.2689414322376251
7/3,0.7310585975646973
7/7,0.4121619760990143
7/9,0.2689414322376251
8/3,0.7310538291931152
8/4,0.2689414322376251
8/5,0.2689414322376251
8/6,0.26904991269111633
8/9,0.2689414322376251
9/2,0.7310585975646973
9/3,0.7310585975646973
9/6,0.2689414322376251
9/8,0.2689414322376251
9/9,0.2689414322376251
10/1,0.2689414322376251
10/2,0.27525898814201355
10/6,0.2689414322376251
10/7,0.2689421474933624
10/9,0.7310585975646973
11/1,0.2689414322376251
11/4,0.2689414322376251
11/5,0.26894187927246094
11/7,0.2689414322376251
11/8,0.26961928606033325
12/1,0.2689414322376251
12/3,0.2705192267894745
12/4,0.26894164085388184
12/7,0.2689414322376251
12/9,0.2689414322376251
13/3,0.2689414322376251
13/5,0.2793940007686615
13/7,0.2689414322376251
13/8,0.27047041058540344
13/9,0.2689414322376251
14/2,0.2689414322376251
14/4,0.2689414322376251
14/5,0.2689414322376251
14/6,0.269075483083725
14/8,0.2689414322376251
15/1,0.2689414322376251
15/5,0.2689414322376251
15/6,0.2689498960971832
15/7,0.2689438760280609
15/8,0.2689414322376251
16/1,0.2689414322376251
16/2,0.2689414322376251
16/3,0.2689414620399475
16/8,0.2689414322376251
16/9,0.2689414322376251
17/4,0.2689414322376251
17/5,0.2689414322376251
17/6,0.2689414322376251
17/7,0.2689419686794281
17/8,0.2725619077682495
18/0,0.2689414322376251
18/1,0.2689414322376251
18/3,0.33266815543174744
18/6,0.2689414322376251
18/9,0.2689434289932251
19/0,0.2689414322376251
19/1,0.2689414322376251
19/2,0.268941730260849
19/3,0.2690751552581787
19/4,0.2689434885978699
19/6,0.29563018679618835
19/7,0.7310585975646973
19/8,0.2689442038536072
19/9,0.7310585975646973
20/0,0.2689528167247772
20/2,0.26894477009773254
20/5,0.2689414322376251
20/6,0.2689414322376251
20/8,0.2689414322376251
21/1,0.2722042500972748
21/3,0.2689414322376251
21/5,0.2689494788646698
21/6,0.7310585975646973
21/8,0.2689414322376251
22/1,0.2689414322376251
22/2,0.2689414322376251
22/4,0.26894357800483704
22/8,0.2715480625629425
22/9,0.2690378427505493
23/0,0.26894786953926086
23/1,0.26899638772010803
23/5,0.26894211769104004
23/6,0.2689414322376251
23/8,0.26894450187683105
24/0,0.27397894859313965
24/4,0.2689414322376251
24/5,0.2689414322376251
24/7,0.2689414322376251
24/9,0.2689414322376251
25/0,0.2689414322376251
25/1,0.2689414322376251
25/3,0.2689414322376251
25/6,0.2689414322376251
25/9,0.2689414322376251
26/0,0.2689414322376251
26/1,0.26894161105155945
26/7,0.2691832482814789
26/8,0.2689414322376251
26/9,0.2689414322376251
27/0,0.7310585975646973
27/2,0.27946868538856506
27/6,0.2689414322376251
27/7,0.26896676421165466
27/9,0.26894232630729675
28/0,0.2716584801673889
28/3,0.26897260546684265
28/4,0.41550689935684204
28/7,0.2689414322376251
28/9,0.2689414322376251
29/0,0.4005699157714844
29/1,0.5272700786590576
29/2,0.2689414322376251
29/5,0.26894664764404297
29/9,0.2689414322376251
30/1,0.2689426839351654
30/2,0.7310585975646973
30/3,0.2689445912837982
30/4,0.26894494891166687
30/8,0.7310585975646973
31/0,0.7310585975646973
31/1,0.26894187927246094
31/2,0.268941730260849
31/3,0.5047052502632141
31/4,0.7310585975646973
31/5,0.7310585975646973
31/6,0.2689414322376251
31/8,0.2689414322376251
31/9,0.2689436376094818
32/0,0.7310585975646973
32/5,0.26915138959884644
32/6,0.49561336636543274
32/8,0.7310585975646973
32/9,0.7310585975646973
33/2,0.2689414322376251
33/5,0.7310585975646973
33/6,0.2689414322376251
33/8,0.2689419686794281
33/9,0.7310585975646973
34/0,0.7310585975646973
34/2,0.7309480309486389
34/3,0.7310585975646973
34/4,0.26894277334213257
34/5,0.27114394307136536
35/4,0.2700500786304474
35/5,0.26903989911079407
35/7,0.2689414322376251
35/8,0.2689414322376251
35/9,0.2689414322376251
36/2,0.2689414322376251
36/3,0.2689414322376251
36/4,0.2689414322376251
36/5,0.2689414322376251
36/9,0.2689414322376251
37/1,0.2690218985080719
37/2,0.2693467140197754
37/5,0.2689719796180725
37/7,0.2689414322376251
37/8,0.27236858010292053
38/1,0.2689414322376251
38/4,0.27809983491897583
38/5,0.2689962387084961
38/6,0.2689414322376251
38/7,0.7310585975646973
39/0,0.2689414322376251
39/2,0.2689414322376251
39/4,0.2689414322376251
39/6,0.7310585975646973
39/9,0.2689414322376251
40/0,0.2689414322376251
40/1,0.2689414620399475
40/3,0.2689414322376251
40/6,0.26894569396972656
40/7,0.2689414322376251
41/1,0.4145828187465668
41/2,0.2689414322376251
41/5,0.7310585975646973
41/7,0.2689414322376251
41/8,0.2689414322376251
42/1,0.3745461404323578
42/3,0.2689529359340668
42/4,0.2689955234527588
42/5,0.26927056908607483
42/9,0.2689652144908905
43/0,0.27919909358024597
43/1,0.2689414322376251
43/3,0.2689451575279236
43/4,0.2689414620399475
43/5,0.2689414322376251
44/0,0.2689414322376251
44/3,0.2689414322376251
44/4,0.2689414322376251
44/5,0.2689414322376251
44/7,0.26894333958625793
45/0,0.2689414620399475
45/1,0.2689414322376251
45/5,0.729485273361206
45/6,0.2689414322376251
45/7,0.2689414322376251
46/0,0.26895126700401306
46/2,0.2825917601585388
46/5,0.28784793615341187
46/6,0.2836751341819763
46/8,0.45140746235847473
47/0,0.36959436535835266
47/1,0.2924761176109314
47/7,0.28538206219673157
47/8,0.28438055515289307
47/9,0.29123005270957947
48/0,0.28947964310646057
48/3,0.2799829840660095
48/4,0.2836688160896301
48/5,0.28548210859298706
48/8,0.287568598985672
49/1,0.2857508659362793
49/2,0.28929319977760315
49/5,0.28757306933403015
49/7,0.2851462960243225
49/8,0.2858600914478302
50/2,0.28635668754577637
50/3,0.28554588556289673
50/5,0.2881353199481964
50/6,0.2856498658657074
50/8,0.28422313928604126
51/4,0.2876776456832886
51/5,0.28613901138305664
51/6,0.30099695920944214
51/8,0.2845773696899414
51/9,0.28807777166366577
52/0,0.2853149473667145
52/1,0.28382208943367004
52/2,0.28657105565071106
52/4,0.28269848227500916
52/5,0.2851542830467224
53/0,0.2851466238498688
53/2,0.2878968119621277
53/5,0.28702566027641296
53/6,0.2868485152721405
53/9,0.28748956322669983
54/0,0.285977303981781
54/1,0.2846575975418091
54/4,0.28480908274650574
54/5,0.28434693813323975
54/9,0.2831076383590698
55/1,0.29377779364585876
55/3,0.2848992645740509
55/5,0.28576064109802246
55/6,0.28508201241493225
55/8,0.28708744049072266
56/0,0.28376543521881104
56/1,0.2871581017971039
56/2,0.28596022725105286
56/7,0.28431984782218933
56/9,0.28644028306007385
57/0,0.285661518573761
57/1,0.2853115499019623
57/4,0.2836547791957855
57/6,0.28577888011932373
57/9,0.28457510471343994
58/0,0.28582847118377686
58/1,0.28713271021842957
58/4,0.28816303610801697
58/6,0.2893587350845337
58/8,0.28606441617012024
59/0,0.2894333600997925
59/2,0.2853938043117523
59/6,0.2864474952220917
59/8,0.28537192940711975
59/9,0.28648537397384644
60/4,0.28687140345573425
60/5,0.2855653166770935
60/7,0.28552818298339844
60/8,0.28616100549697876
60/9,0.2836911380290985
61/1,0.2689414322376251
61/4,0.2689414322376251
61/5,0.2689414322376251
61/7,0.2689414322376251
61/8,0.2689414322376251
62/0,0.2689414322376251
62/3,0.2689414322376251
62/5,0.2689414322376251
62/6,0.2689414322376251
62/7,0.2689414322376251
63/0,0.2689414322376251
63/1,0.2689414322376251
63/2,0.2689414322376251
63/3,0.2689414322376251
63/4,0.2689414322376251
64/0,0.2689414322376251
64/1,0.2689414322376251
64/7,0.2689414322376251
64/8,0.2689414322376251
64/9,0.2689414322376251
65/0,0.2689414322376251
65/2,0.2689414322376251
65/3,0.2689414322376251
65/8,0.2689414322376251
65/9,0.2689414322376251
66/1,0.28769323229789734
66/3,0.2871248424053192
66/6,0.4518194794654846
66/8,0.30000513792037964
66/9,0.31662797927856445
67/0,0.6628943085670471
67/2,0.2870998680591583
67/4,0.2868715226650238
67/5,0.2878195643424988
67/9,0.28693413734436035
68/2,0.28736060857772827
68/3,0.2877529561519623
68/4,0.287399023771286
68/7,0.2926030158996582
68/8,0.28810596466064453
69/1,0.5854380130767822
69/4,0.3413931131362915
69/5,0.2876209020614624
69/7,0.28797730803489685
69/9,0.28866469860076904
70/0,0.7307816743850708
70/1,0.6636615991592407
70/2,0.42500126361846924
70/3,0.3006158769130707
70/6,0.30287250876426697
71/0,0.2913292646408081
71/3,0.7310438752174377
71/4,0.28650346398353577
71/5,0.28672870993614197
71/6,0.3326750099658966
72/0,0.32697901129722595
72/1,0.2878391146659851
72/4,0.30255141854286194
72/7,0.28926894068717957
72/8,0.28836843371391296
73/0,0.43336114287376404
73/1,0.388803631067276
73/3,0.2893476188182831
73/5,0.29283401370048523
73/6,0.28636857867240906
73/7,0.2883546054363251
73/8,0.2876146137714386
73/9,0.2864032983779907
74/0,0.2894742488861084
74/1,0.2870652973651886
74/2,0.30180928111076355
74/3,0.5201196074485779
74/4,0.46793583035469055
74/6,0.31420496106147766
74/7,0.3021475076675415
74/8,0.3096468150615692
75/0,0.30499333143234253
75/1,0.7310585975646973
75/2,0.2866533100605011
75/3,0.290599524974823
75/4,0.32245510816574097
76/1,0.3917895257472992
76/2,0.2892534136772156
76/3,0.3437712490558624
76/4,0.7243359088897705
76/5,0.28706613183021545
76/8,0.2915269732475281
76/9,0.30300331115722656
77/0,0.2905065417289734
77/1,0.3202046751976013
77/4,0.28792086243629456
77/6,0.28724655508995056
77/8,0.2889283299446106
78/0,0.287417471408844
78/2,0.2861287295818329
78/7,0.2872565686702728
78/8,0.28796467185020447
78/9,0.2894362807273865
79/1,0.28682366013526917
79/2,0.2876127362251282
79/5,0.2872115671634674
79/6,0.290510356426239
79/7,0.28714439272880554
80/0,0.287378191947937
80/1,0.28858911991119385
80/4,0.3006516098976135
80/8,0.2876569330692291
80/9,0.28733018040657043
81/1,0.2884545624256134
81/2,0.29142579436302185
81/4,0.2879665493965149
81/5,0.3366551399230957
81/6,0.7280735969543457
82/0,0.28757986426353455
82/3,0.2882986068725586
82/4,0.2872074246406555
82/5,0.28825217485427856
82/8,0.28624460101127625
83/3,0.2867004871368408
83/6,0.29154545068740845
83/7,0.286510169506073
83/8,0.28697359561920166
83/9,0.2868398129940033
84/5,0.28770023584365845
84/6,0.2871333360671997
84/7,0.28826242685317993
84/8,0.30279025435447693
84/9,0.28573641180992126
85/0,0.287007600069046
85/2,0.2896803319454193
85/3,0.2861471474170685
85/4,0.7284495830535889
85/5,0.28810766339302063
85/6,0.5050875544548035
85/7,0.7310545444488525
85/8,0.2894507348537445
85/9,0.29535311460494995
86/0,0.2891496419906616
86/1,0.6555208563804626
86/4,0.7310585975646973
86/7,0.2887325882911682
86/9,0.28725457191467285
87/1,0.31487950682640076
87/2,0.2874968945980072
87/7,0.28607481718063354
87/8,0.2934190034866333
87/9,0.3266289234161377
88/0,0.4287388026714325
88/1,0.28860604763031006
88/5,0.2879175841808319
88/6,0.28919515013694763
88/9,0.2856042683124542
89/1,0.28698644042015076
89/5,0.2876327335834503
89/6,0.28784477710723877
89/7,0.28880032896995544
89/8,0.2875974178314209
90/0,0.2889948785305023
90/1,0.28876644372940063
90/7,0.29118797183036804
90/8,0.3144499659538269
90/9,0.28821539878845215
91/0,0.2862471044063568
91/1,0.3042730689048767
91/2,0.28826606273651123
91/3,0.28659993410110474
91/4,0.28785327076911926
92/1,0.28680190443992615
92/2,0.2878292202949524
92/3,0.28831949830055237
92/4,0.292036235332489
92/5,0.28780582547187805
93/0,0.28723371028900146
93/2,0.2919493019580841
93/3,0.3018527925014496
93/4,0.7310585975646973
93/5,0.29970380663871765
93/6,0.38521426916122437
93/8,0.4753706753253937
93/9,0.28750669956207275
94/0,0.4712557792663574
94/1,0.4984724819660187
94/3,0.7310585975646973
94/6,0.2875865697860718
94/9,0.2872229516506195
95/0,0.2875222861766815
95/2,0.28768137097358704
95/4,0.28715863823890686
95/5,0.28912216424942017
95/8,0.28782111406326294
96/0,0.2919166088104248
96/1,0.28840363025665283
96/2,0.2880201041698456
96/4,0.4489648640155792
96/5,0.2875318229198456
96/6,0.2938067615032196
96/8,0.45554909110069275
96/9,0.28768330812454224
97/0,0.7020138502120972
97/2,0.29443204402923584
97/3,0.3086753487586975
97/4,0.6012710332870483
97/5,0.28830549120903015
97/6,0.2881445288658142
97/7,0.2864198088645935
97/9,0.2900446951389313
98/1,0.2869989275932312
98/3,0.3375997245311737
98/6,0.28741252422332764
98/7,0.28901639580726624
98/9,0.2873685956001282
99/3,0.289000540971756
99/4,0.28818613290786743
99/5,0.2876909375190735
99/6,0.28820860385894775
99/7,0.28849202394485474
100/0,0.287257581949234
100/4,0.2920098304748535
100/6,0.2861950397491455
100/7,0.28681260347366333
100/9,0.2877243459224701
101/3,0.2865840494632721
101/4,0.28695887327194214
101/5,0.28718456625938416
101/6,0.2869010865688324
101/8,0.2885988652706146
102/0,0.2891521751880646
102/1,0.28769320249557495
102/5,0.2875792384147644
102/6,0.2914601266384125
102/7,0.29133009910583496
103/4,0.286912739276886
103/6,0.2868812382221222
103/7,0.28687408566474915
103/8,0.28688761591911316
103/9,0.28627750277519226
104/1,0.2883581221103668
104/2,0.2861102223396301
104/4,0.2865034341812134
104/6,0.28705039620399475
104/9,0.2869466543197632
105/0,0.2870834767818451
105/2,0.3485403060913086
105/3,0.4693034887313843
105/5,0.2879614531993866
105/9,0.3508281409740448
106/0,0.2871764302253723
106/1,0.28794190287590027
106/5,0.2865729033946991
106/8,0.28806793689727783
106/9,0.3988756835460663
107/0,0.7310585975646973
107/1,0.2689414918422699
107/3,0.28643056750297546
107/7,0.2862635850906372
107/8,0.7310583591461182
108/1,0.2872559726238251
108/2,0.2893105149269104
108/7,0.28809815645217896
108/8,0.28789281845092773
108/9,0.29411250352859497
109/0,0.29411250352859497
109/2,0.2874079942703247
109/3,0.2864757776260376
109/4,0.28739169239997864
109/9,0.2883516848087311
110/2,0.288394033908844
110/5,0.3172355592250824
110/6,0.7310585975646973
110/7,0.7310558557510376
110/8,0.2691841125488281
111/0,0.286730021238327
111/3,0.2971280813217163
111/4,0.2867985963821411
111/5,0.2873918116092682
111/8,0.2881426215171814
112/0,0.28631386160850525
112/1,0.28700050711631775
112/2,0.28637534379959106
112/3,0.4901823401451111
112/4,0.7098351716995239
112/5,0.3707725703716278
112/6,0.3164641559123993
112/7,0.2883867025375366
112/8,0.3083781898021698
113/0,0.30313313007354736
113/1,0.28579461574554443
113/2,0.2984861433506012
113/4,0.28612908720970154
113/5,0.2900579571723938
113/6,0.7310569882392883
113/7,0.3113471269607544
113/8,0.7310585975646973
113/9,0.2868388891220093
114/0,0.2870917022228241
114/1,0.28847020864486694
114/2,0.2909312844276428
114/3,0.30595049262046814
114/9,0.40066206455230713
115/0,0.29085561633110046
115/1,0.3287855088710785
115/2,0.2862008810043335
115/3,0.28922271728515625
115/5,0.2870924770832062
116/0,0.28659510612487793
116/3,0.30538806319236755
116/4,0.2899235486984253
116/5,0.28806939721107483
116/6,0.30301225185394287
117/3,0.2881651222705841
117/4,0.2862003743648529
117/5,0.4222673177719116
117/6,0.7310585975646973
117/8,0.29663264751434326
118/0,0.5762955546379089
118/1,0.6852376461029053
118/2,0.7310585975646973
118/4,0.7310585975646973
118/5,0.28959447145462036
118/6,0.3109305799007416
118/7,0.28643640875816345
118/8,0.28650936484336853
118/9,0.2886921167373657
119/0,0.2878594398498535
119/4,0.2879723906517029
119/5,0.2885293662548065
119/6,0.28881049156188965
119/7,0.28661686182022095
120/0,0.28704801201820374
120/1,0.2865874469280243
120/5,0.2883426249027252
120/7,0.39055564999580383
120/9,0.28742653131484985
121/0,0.2899470031261444
121/1,0.28685078024864197
121/2,0.2879871726036072
121/7,0.2873793840408325
121/9,0.2874039113521576
122/1,0.28834912180900574
122/2,0.459017813205719
122/3,0.28780004382133484
122/4,0.715732216835022
122/5,0.28688088059425354
122/6,0.32249799370765686
122/7,0.28572824597358704
122/8,0.7227156758308411
122/9,0.30262821912765503
123/0,0.28489142656326294
123/2,0.2886834442615509
123/3,0.28775984048843384
123/5,0.2876908779144287
123/8,0.28734245896339417
124/0,0.2869448661804199
124/3,0.2861477732658386
124/5,0.28654375672340393
124/6,0.2876150608062744
124/8,0.2865023910999298
125/0,0.28890886902809143
125/5,0.2929803729057312
125/7,0.32009440660476685
125/8,0.4907020628452301
125/9,0.28601518273353577
126/0,0.2848834693431854
126/2,0.5349754691123962
126/3,0.28879356384277344
126/7,0.28911155462265015
126/8,0.2865394949913025
127/1,0.28144529461860657
127/2,0.2873857319355011
127/4,0.2863098978996277
127/5,0.46940016746520996
127/7,0.2870956063270569
128/1,0.28596553206443787
128/6,0.28878724575042725
128/7,0.4264005720615387
128/8,0.28704413771629333
128/9,0.5129548907279968
129/0,0.287555456161499
129/1,0.7310585975646973
129/3,0.2878403663635254
129/7,0.2988366186618805
129/8,0.7310585975646973
130/0,0.3228328227996826
130/1,0.730543315410614
130/3,0.2879011631011963
130/4,0.28850945830345154
130/5,0.2869190573692322
130/6,0.29215654730796814
130/7,0.29330936074256897
130/8,0.30749690532684326
130/9,0.3128055930137634
131/0,0.2889900803565979
131/1,0.2894994020462036
131/2,0.2869468033313751
131/3,0.2864719331264496
131/6,0.28647279739379883
132/5,0.2911459803581238
132/6,0.30263030529022217
132/7,0.28667619824409485
132/8,0.28714460134506226
132/9,0.28688353300094604
133/0,0.2871182858943939
133/2,0.28728485107421875
133/4,0.2873888909816742
133/5,0.2860400974750519
133/8,0.2868877649307251
134/0,0.28544068336486816
134/1,0.29597777128219604
134/2,0.7310585975646973
134/7,0.2857516407966614
134/8,0.2873087525367737
135/0,0.28690314292907715
135/2,0.2886418402194977
135/3,0.2900650203227997
135/4,0.28959399461746216
135/9,0.2859726846218109
136/1,0.2689468562602997
136/3,0.26894161105155945
136/5,0.2689427435398102
136/6,0.2689414322376251
136/9,0.2689424157142639
137/0,0.2689414322376251
137/2,0.2689414322376251
137/5,0.2689414322376251
137/8,0.268942654132843
137/9,0.26894819736480713
138/3,0.2689414322376251
138/5,0.2689414322376251
138/7,0.2689414322376251
138/8,0.2689414322376251
138/9,0.2689414322376251
139/0,0.2689414322376251
139/2,0.2689414322376251
139/5,0.2689414322376251
139/6,0.2689414322376251
139/8,0.2689414322376251
140/0,0.2689414322376251
140/2,0.2689414322376251
140/3,0.2689414322376251
140/4,0.2689414322376251
140/5,0.2689414322376251
141/0,0.2689414322376251
141/1,0.2689414322376251
141/6,0.2689414322376251
141/8,0.2689414322376251
141/9,0.2689414322376251
142/3,0.2689414322376251
142/4,0.2689414322376251
142/5,0.2689414322376251
142/7,0.2689414322376251
142/8,0.2689414322376251
143/4,0.2689414322376251
143/5,0.2689414322376251
143/6,0.2689414322376251
143/7,0.2689414322376251
143/8,0.2689414322376251
144/3,0.2689414322376251
144/4,0.2689414322376251
144/5,0.2689414322376251
144/8,0.2689414322376251
144/9,0.2689414322376251
145/0,0.26894235610961914
145/2,0.2689414322376251
145/3,0.2689414322376251
145/4,0.2689414620399475
145/5,0.2689414322376251
146/1,0.2689414322376251
146/2,0.2689414322376251
146/3,0.2689414322376251
146/6,0.2689414322376251
146/7,0.2689414322376251
147/1,0.2689414322376251
147/4,0.2689414322376251
147/7,0.2689414322376251
147/8,0.2689414620399475
147/9,0.2689414322376251
148/1,0.2689445912837982
148/3,0.2689414322376251
148/4,0.2689414322376251
148/7,0.2689414322376251
148/9,0.2689414322376251
149/2,0.2689432203769684
149/5,0.2689414322376251
149/6,0.2689414322376251
149/7,0.2689414322376251
149/9,0.2689414322376251
150/1,0.26894229650497437
150/4,0.2689414322376251
150/6,0.2689414322376251
150/7,0.2689414322376251
150/9,0.2689414322376251
151/0,0.28801441192626953
151/1,0.28542760014533997
151/7,0.28604188561439514
151/8,0.28616219758987427
151/9,0.2871953845024109
152/1,0.29026877880096436
152/2,0.28625890612602234
152/4,0.2868010401725769
152/5,0.2877160906791687
152/8,0.28695687651634216
153/0,0.2872925102710724
153/2,0.30697131156921387
153/4,0.2864142656326294
153/7,0.2868559956550598
153/8,0.28708043694496155
154/2,0.2893110513687134
154/5,0.2884278893470764
154/7,0.28772374987602234
154/8,0.28822585940361023
154/9,0.28936320543289185
155/1,0.2877514958381653
155/2,0.2877502143383026
155/3,0.2864856421947479
155/6,0.2857702076435089
155/8,0.29210165143013
156/0,0.28504183888435364
156/1,0.3131926357746124
156/4,0.28615865111351013
156/6,0.28507840633392334
156/7,0.2871595025062561
157/0,0.29045605659484863
157/6,0.2886071801185608
157/7,0.2887309491634369
157/8,0.29068148136138916
157/9,0.28722068667411804
158/2,0.28688666224479675
158/3,0.35637813806533813
158/5,0.2889556884765625
158/8,0.2927071154117584
158/9,0.28732606768608093
159/0,0.32523730397224426
159/3,0.3126095235347748
159/4,0.28879085183143616
159/5,0.28917446732521057
159/6,0.2887481153011322
160/2,0.2873343229293823
160/4,0.2885904312133789
160/5,0.2911580801010132
160/7,0.3094708323478699
160/8,0.2867942154407501
161/1,0.2868468761444092
161/2,0.29369667172431946
161/3,0.288993239402771
161/4,0.28781649470329285
161/9,0.28650468587875366
162/3,0.2869115471839905
162/4,0.286466121673584
162/5,0.286058634519577
162/6,0.3322695195674896
162/8,0.2879635989665985
163/0,0.2872501611709595
163/1,0.2865856885910034
163/2,0.28642532229423523
163/8,0.28845712542533875
163/9,0.28639698028564453
164/1,0.28661414980888367
164/2,0.28663569688796997
164/4,0.28760504722595215
164/5,0.2851552963256836
164/9,0.28794345259666443
165/1,0.39690667390823364
165/2,0.2907452881336212
165/5,0.2868659198284149
165/6,0.28624388575553894
165/7,0.2874528169631958
166/0,0.28633713722229004
166/4,0.2874697744846344
166/6,0.2880946397781372
166/8,0.28768739104270935
166/9,0.28705909848213196
167/1,0.28729745745658875
167/5,0.28651124238967896
167/6,0.28761622309684753
167/7,0.31936168670654297
167/8,0.2878883183002472
168/0,0.289677232503891
168/2,0.28782469034194946
168/5,0.2862681746482849
168/8,0.2896047830581665
168/9,0.29025596380233765
169/0,0.28875163197517395
169/5,0.5327048897743225
169/6,0.28537559509277344
169/8,0.28803250193595886
169/9,0.2891700863838196
170/1,0.28691205382347107
170/2,0.28729701042175293
170/6,0.3024945855140686
170/7,0.2882867753505707
170/9,0.287609338760376
171/0,0.2856287360191345
171/2,0.2864323556423187
171/3,0.7309333086013794
171/8,0.4640755355358124
171/9,0.28799811005592346
172/0,0.7310585975646973
172/2,0.29226356744766235
172/4,0.2876799702644348
172/8,0.28653278946876526
172/9,0.285232812166214
173/0,0.28748688101768494
173/3,0.2893070876598358
173/4,0.2875349223613739
173/5,0.30764684081077576
173/7,0.2890448570251465
174/2,0.28808698058128357
174/5,0.29003503918647766
174/6,0.3050318956375122
174/8,0.28595033288002014
174/9,0.2882954180240631
175/1,0.28756168484687805
175/3,0.28785425424575806
175/5,0.29005372524261475
175/8,0.2905392348766327
175/9,0.2860099971294403
